vbias,vds,vgs,ids,Rbias,Rfet,Gfet
6.32390381e-05,8.741e-06,-1.1,1.0919262292125825e-08,4991.0,800.5119545762144,0.0012492005825564382
0.0500625579,0.0011983415,-1.1,9.790466119014225e-06,4991.0,122.39881997780283,0.008170013405205631
0.10104039749999999,0.002413722,-1.1,1.9760904728511317e-05,4991.0,122.1463305026438,0.008186901693115992
0.151044695,0.003606652,-1.1,2.954078200761371e-05,4991.0,122.09060677779071,0.0081906383004553
0.202142291,0.004827777,-1.1,3.953406411540773e-05,4991.0,122.11689104127436,0.008188875359281866
0.25202647300000003,0.0060210895,-1.1,4.928979833700662e-05,4991.0,122.15691082427062,0.008186192604678375
0.3030757035,0.007245161,-1.1,5.927279953917051e-05,4991.0,122.23416231946368,0.00818101896412937
0.353064899,0.0084448095,-1.1,6.904830484872772e-05,4991.0,122.30292283787477,0.008176419473846949
0.40406854999999997,0.009671068500000001,-1.1,7.902173542376277e-05,4991.0,122.38491660728317,0.008170941548367975
0.454106695,0.010876047,-1.1,8.880598036465639e-05,4991.0,122.46975885340852,0.008165281040497194
0.505081111,0.012104908,-1.1,9.877303205770386e-05,4991.0,122.55276311582935,0.008159750743888666
0.5551155845,0.013313354,-1.1,0.00010855584662392306,4991.0,122.64059849417693,0.00815390671831629
0.606141391,0.014547434,-1.1,0.00011853214926868362,4991.0,122.72985928083104,0.008147976424480332
0.656083295,0.015756100500000002,-1.1,0.00012829637237026648,4991.0,122.81017934417903,0.00814264750153545
0.7071022525,0.0169919155,-1.1,0.00013827095511921458,4991.0,122.88853783753713,0.008137455433980624
0.7571922225,0.018207974000000002,-1.1,0.00014806336375475856,4991.0,122.97420197854193,0.008131786861885816
0.8081360424999999,0.019446662,-1.1,0.0001580223162692847,4991.0,123.06275758457484,0.00812593525147322
0.8582173989999999,0.020666527,-1.1,0.00016781223642556599,4991.0,123.1526820701585,0.00812000179931374
0.9091278965,0.021908914,-1.1,0.000177763771288319,4991.0,123.2473514778523,0.008113764620570375
0.9591765555,0.0231329955,-1.1,0.00018754629533159687,4991.0,123.34552095043526,0.0081073069560575
1.010228915,0.0243832655,-1.1,0.00019752467431376474,4991.0,123.44414987500538,0.008100829411621045
1.060204615,0.0256090805,-1.1,0.00020729223291925466,4991.0,123.54095539110409,0.008094481678842576
1.111216615,0.0268622345,-1.1,0.00021726194760569024,4991.0,123.63984948138456,0.00808800725813373
1.16126942,0.028093632,-1.1,0.00022704383650571028,4991.0,123.73659832555477,0.008081683297685051
1.212211205,0.0293481835,-1.1,0.0002369992028651573,4991.0,123.83241439296275,0.008075430047149503
1.26218318,0.030581346000000002,-1.1,0.00024676454297735927,4991.0,123.92925511509104,0.00806911974958065
1.3132213400000001,0.031841366499999996,-1.1,0.0002567381233219796,4991.0,124.02274382938916,0.00806303722304065
1.363219885,0.033077748500000004,-1.1,0.0002665081419555199,4991.0,124.11533943124583,0.00805702183616034
1.414254575,0.0343421025,-1.1,0.0002764801587858145,4991.0,124.21181559941294,0.008050763892100505
1.4642503150000001,0.0355839315,-1.1,0.0002862485240432779,4991.0,124.31131870087849,0.008044319780777397
1.51529465,0.036853357,-1.1,0.00029622145722300137,4991.0,124.41150396561606,0.008037841904687308
1.56530031,0.038098917499999996,-1.1,0.00030599106241234225,4991.0,124.50990300056314,0.008031489671913705
1.61628112,0.0393700265,-1.1,0.0003159509303746744,4991.0,124.6080410439449,0.008025164280107213
1.6663435,0.0406207425,-1.1,0.00032573086706070924,4991.0,124.70645740929787,0.008018830947285348
1.71737206,0.0418971105,-1.1,0.00033569924854738527,4991.0,124.80549384990971,0.008012467794106833
1.7672894449999998,0.043149969499999996,-1.1,0.0003454497045682228,4991.0,124.9095568164781,0.008005792554922264
1.818405985,0.044434251,-1.1,0.00035543412823081546,4991.0,125.01402502109991,0.00799910249934933
1.86835269,0.045691087500000005,-1.1,0.0003651896618914045,4991.0,125.11604863991754,0.007992579775900595
1.9193906950000001,0.0469761485,-1.1,0.00037515819404928874,4991.0,125.21690648139814,0.007986142032254702
1.9693387649999998,0.048236116999999995,-1.1,0.00038491337367261067,4991.0,125.31681229924575,0.007979775272387923
2.0203489350000003,0.049526588999999996,-1.1,0.00039487524464035267,4991.0,125.42338288415162,0.00797299496317731
2.07040663,0.0507966365,-1.1,0.00040465036936485673,4991.0,125.53216392643088,0.007966085891629001
2.12140197,0.052092024,-1.1,0.00041460828411140054,4991.0,125.64154165815815,0.007959150984638274
2.1713910949999997,0.053364223,-1.1,0.0004243692390302544,4991.0,125.74950795666771,0.007952317398685902
2.222429885,0.054665730499999995,-1.1,0.0004343346332398317,4991.0,125.8608600751729,0.007945281792947626
2.272458265,0.0559424385,-1.1,0.0004441025498898017,4991.0,125.96738864454029,0.007938562597513545
2.3234036700000003,0.057245607500000004,-1.1,0.00045404890052093774,4991.0,126.07806655697476,0.007931593712599482
2.3734497599999997,0.058528893,-1.1,0.0004638190476858344,4991.0,126.1890672494422,0.007924616781763401
2.4244315299999997,0.059838118499999995,-1.1,0.0004737714709477058,4991.0,126.30164999235431,0.007917552938227925
2.474569655,0.061128866000000004,-1.1,0.00048355856321378484,4991.0,126.4146075580394,0.007910478221758357
2.525498685,0.0624418105,-1.1,0.0004934996743137648,4991.0,126.52857489081096,0.007903353063629773
2.576473875,0.0637588885,-1.1,0.000503449205870567,4991.0,126.64413362167846,0.00789614150614572
2.626530195,0.0650546635,-1.1,0.0005132189003205771,4991.0,126.75812106561986,0.00788904088821514
