vbias,vds,vgs,ids,Rbias,Rfet,Gfet
2.3378223049999998e-05,0.0,-1.1,4.684075946704067e-09,4991.0,0.0,inf
2.812540665,0.5,-1.1,0.0004603750430775396,4991.0,1086.0710360352582,0.0009207500861550791
3.75072721,1.0,-1.1,0.0005425163013424163,4991.0,1843.2625849685514,0.0005425163013424163
4.375917025,1.5,-1.1,0.0005795082498497294,4991.0,2588.4014600119335,0.00038633883323315295
5.001201755,2.0,-1.1,0.0006077408745742337,4991.0,3290.8762330674963,0.00030387043728711687
5.00119214,0.0,-1.1040404040404042,0.0010020421037868162,4991.0,0.0,inf
2.81261834,0.5,-1.1040404040404042,0.00045343282308154685,4991.0,1102.6991751545042,0.0009068656461630938
3.594908165,1.0,-1.1040404040404042,0.0005205585744339812,4991.0,1921.0134058157232,0.0005205585744339812
4.297993955,1.5,-1.1040404040404042,0.0005620501212181927,4991.0,2668.8011324486256,0.0003747000808121285
5.0012528199999995,2.0,-1.1040404040404042,0.0005927091103987176,4991.0,3374.336525137251,0.0002963545551993588
5.001244815,0.0,-1.1080808080808082,0.001002052657784011,4991.0,0.0,inf
2.6566395,0.5,-1.1080808080808082,0.0004298439741534762,4991.0,1163.212770365543,0.0008596879483069525
3.437762715,1.0,-1.1080808080808082,0.0004984496573832899,4991.0,2006.2206587716357,0.0004984496573832899
4.21994983,1.5,-1.1080808080808082,0.0005446427729913845,4991.0,2754.0987861849917,0.00036309518199425633
4.845085075,2.0,-1.1080808080808082,0.0005715307503506312,4991.0,3499.37426599183,0.0002857653751753156
4.84509088,0.0,-1.1121212121212123,0.000970765553997195,4991.0,0.0,inf
2.500626075,0.5,-1.1121212121212123,0.00040633696153075533,4991.0,1230.5058297340136,0.0008126739230615106
3.43776955,1.0,-1.1121212121212123,0.0004875876177118814,4991.0,2050.9134433986105,0.00048758761771188137
4.140958035000001,1.5,-1.1121212121212123,0.000527400948707674,4991.0,2844.135953254447,0.00035160063247178266
4.766099485,2.0,-1.1121212121212123,0.0005537524614305751,4991.0,3611.7220948023605,0.00027687623071528754
4.76610442,0.0,-1.1161616161616164,0.0009549397755960729,4991.0,0.0,inf
2.5006421850000002,0.5,-1.1161616161616164,0.00039970995091164103,4991.0,1250.9070611317577,0.0007994199018232821
3.281751505,1.0,-1.1161616161616164,0.0004661134582248046,4991.0,2145.4004005988263,0.00046611345822480455
4.062992855,1.5,-1.1161616161616164,0.00051031282408335,4991.0,2939.3735160278925,0.00034020854938890003
4.688069325000001,2.0,-1.1161616161616164,0.0005359739881787218,4991.0,3731.5243726587255,0.0002679869940893609
4.68807619,0.0,-1.1202020202020202,0.0009393059887798037,4991.0,0.0,inf
2.500639905,0.5,-1.1202020202020202,0.0003925333019434983,4991.0,1273.7772757735868,0.0007850666038869966
3.28175168,1.0,-1.1202020202020202,0.000455146740132238,4991.0,2197.0936223984836,0.00045514674013223796
3.906939315,1.5,-1.1202020202020202,0.0004896555529953917,4991.0,3063.377900697711,0.0003264370353302612
4.532075025,2.0,-1.1202020202020202,0.0005156050941695051,4991.0,3878.937626133112,0.00025780254708475256
4.532078505,0.0,-1.1242424242424243,0.00090805019134442,4991.0,0.0,inf
2.344486315,0.5,-1.1242424242424243,0.00036992355640152276,4991.0,1351.6306040734794,0.0007398471128030455
3.1257969699999997,1.0,-1.1242424242424243,0.00043444319875776395,4991.0,2301.796881293976,0.0004344431987577639
3.9069371100000003,1.5,-1.1242424242424243,0.0004769714806651974,4991.0,3144.842114895547,0.0003179809871101316
4.53206662,2.0,-1.1242424242424243,0.0005016131677018634,4991.0,3987.1361614428574,0.0002508065838509317
4.53207672,0.0,-1.1282828282828283,0.0009080498337006612,4991.0,0.0,inf
2.18748575,0.5,-1.1282828282828283,0.00034729796133039473,4991.0,1439.6859632709889,0.0006945959226607895
3.12579344,1.0,-1.1282828282828283,0.00042395802244039264,4991.0,2358.7240883986274,0.0004239580224403927
3.75083217,1.5,-1.1282828282828283,0.00045725592466439583,4991.0,3280.4386320438143,0.0003048372831095972
4.376009685,2.0,-1.1282828282828283,0.000482214743538369,4991.0,4147.529760961909,0.0002411073717691845
4.37601982,0.0,-1.1323232323232324,0.000876782171909437,4991.0,0.0,inf
2.1874909750000002,0.5,-1.1323232323232324,0.0003409251252254058,4991.0,1466.5976867191011,0.0006818502504508116
2.969670955,1.0,-1.1323232323232324,0.0004037295541975556,4991.0,2476.9056156604115,0.00040372955419755565
3.75084062,1.5,-1.1323232323232324,0.00044465608495291523,4991.0,3373.3936198328097,0.0002964373899686101
4.376017055,2.0,-1.1323232323232324,0.0004682846433580445,4991.0,4270.906655529221,0.00023414232167902227
4.376022125,0.0,-1.1363636363636365,0.0008767826337407334,4991.0,0.0,inf
2.1874998000000003,0.5,-1.1363636363636365,0.0003342569715487879,4991.0,1495.8551131581123,0.0006685139430975758
2.9696764800000004,1.0,-1.1363636363636365,0.0003934665257463435,4991.0,2541.5122623281836,0.0003934665257463435
3.594955895,1.5,-1.1363636363636365,0.00042554994890803445,4991.0,3524.8506170639084,0.00028369996593868965
4.219997595000001,2.0,-1.1363636363636365,0.00044959622219996006,4991.0,4448.4359548521525,0.00022479811109998006
4.220002705,0.0,-1.1404040404040405,0.0008455224814666399,4991.0,0.0,inf
2.03144898,0.5,-1.1404040404040405,0.00031265342917251055,4991.0,1599.2148281352083,0.0006253068583450211
2.8907940500000002,1.0,-1.1404040404040405,0.00037852416349428976,4991.0,2641.839270625812,0.00037852416349428976
